epoch,learning_rate,step,train_loss,val_loss
0,1.1887433259971658e-08,49,2.612696886062622,
0,2.4017467126213887e-08,99,2.871199369430542,
0,3.6147500992456116e-08,149,2.9430177211761475,
0,4.8277534858698345e-08,199,2.812500238418579,
0,6.040757227765425e-08,249,3.1635677814483643,
0,7.25376025911828e-08,299,2.595250368118286,
0,8.466764001013871e-08,349,2.8181018829345703,
0,9.679767032366726e-08,399,2.658205509185791,
0,1.0892770774262317e-07,449,2.95396089553833,
0,1.2105773805615172e-07,499,3.5632903575897217,
0,1.3318776836968027e-07,549,2.66471529006958,
0,1.4531781289406354e-07,599,2.552666425704956,
0,1.5744784320759209e-07,649,2.8805556297302246,
0,1.6957787352112064e-07,699,3.222015619277954,
0,1.817079038346492e-07,749,3.366518020629883,
0,1.9383794835903245e-07,799,2.7230100631713867,
0,2.05967978672561e-07,849,3.053966999053955,
0,2.1809800898608955e-07,899,3.5245871543884277,
0,2.302280392996181e-07,949,3.6415317058563232,
0,2.4235808382400137e-07,999,2.644097328186035,
0,2.544880999266752e-07,1049,2.8143789768218994,
0,2.6661814445105847e-07,1099,3.4544589519500732,
0,2.7874818897544174e-07,1149,2.9765701293945312,
0,2.9087820507811557e-07,1199,2.686321973800659,
0,3.0300824960249884e-07,1249,3.0659897327423096,
0,3.151382941268821e-07,1299,3.0025901794433594,
0,3.2726831022955594e-07,1349,2.269026517868042,
0,,1373,,3.3283815383911133
1,3.393983547539392e-07,1399,2.48762583732605,
1,3.5152837085661304e-07,1449,2.5401451587677,
1,3.636584153809963e-07,1499,3.059802770614624,
1,3.7578845990537957e-07,1549,3.204484224319458,
1,3.879184760080534e-07,1599,2.899432420730591,
1,4.0004852053243667e-07,1649,3.3070685863494873,
1,4.1217856505681993e-07,1699,3.040311098098755,
1,4.2430858115949377e-07,1749,3.0932528972625732,
1,4.3643862568387704e-07,1799,2.6771466732025146,
1,4.4856864178655087e-07,1849,2.650357246398926,
1,4.6069868631093414e-07,1899,3.3270022869110107,
1,4.728287308353174e-07,1949,2.910266160964966,
1,4.849587753597007e-07,1999,2.914511203765869,
1,4.970888198840839e-07,2049,3.2723653316497803,
1,5.092188075650483e-07,2099,3.000577926635742,
1,5.213488520894316e-07,2149,3.388731002807617,
1,5.334788966138149e-07,2199,3.0729551315307617,
1,5.456089411381981e-07,2249,2.795987844467163,
1,5.577389856625814e-07,2299,3.123610019683838,
1,5.698689733435458e-07,2349,2.4370057582855225,
1,5.819990178679291e-07,2399,3.403712749481201,
1,5.941290623923123e-07,2449,3.7312917709350586,
1,6.062591069166956e-07,2499,3.6312711238861084,
1,6.183891514410789e-07,2549,2.791746139526367,
1,6.305191391220433e-07,2599,3.0563619136810303,
1,6.426491836464265e-07,2649,2.9814863204956055,
1,6.547792281708098e-07,2699,2.980398654937744,
1,,2747,,3.3177103996276855
2,6.669092726951931e-07,2749,3.129293441772461,
2,6.790393172195763e-07,2799,3.2151947021484375,
2,6.911693617439596e-07,2849,2.8586230278015137,
2,7.03299349424924e-07,2899,3.5021727085113525,
2,7.154293939493073e-07,2949,2.8615047931671143,
2,7.275594384736905e-07,2999,2.9917476177215576,
2,7.396894829980738e-07,3049,2.619842529296875,
2,7.518195275224571e-07,3099,3.107558250427246,
2,7.639495152034215e-07,3149,2.7754266262054443,
2,7.760795597278047e-07,3199,2.5351710319519043,
2,7.88209604252188e-07,3249,2.806281805038452,
2,8.003396487765713e-07,3299,3.419079065322876,
2,8.124696933009545e-07,3349,3.194875717163086,
2,8.245996809819189e-07,3399,3.2288081645965576,
2,8.367297255063022e-07,3449,2.947394847869873,
2,8.488597700306855e-07,3499,3.107581615447998,
2,8.609898145550687e-07,3549,3.2470192909240723,
2,8.73119859079452e-07,3599,2.9788615703582764,
2,8.852499036038353e-07,3649,3.6692707538604736,
2,8.973798912847997e-07,3699,2.664004325866699,
2,9.095099358091829e-07,3749,3.2609751224517822,
2,9.216399803335662e-07,3799,3.191863775253296,
2,9.337700248579495e-07,3849,3.3929221630096436,
2,9.459000693823327e-07,3899,2.758152723312378,
2,9.58030113906716e-07,3949,2.8419249057769775,
2,9.701601584310993e-07,3999,3.153269052505493,
2,9.822902029554825e-07,4049,2.5432000160217285,
2,9.94420133793028e-07,4099,2.6437666416168213,
2,,4121,,3.2913100719451904
3,1.0065501783174113e-06,4149,3.079641103744507,
3,1.0186802228417946e-06,4199,3.333604097366333,
3,1.0308102673661779e-06,4249,3.6020009517669678,
3,1.0429403118905611e-06,4299,2.7264599800109863,
3,1.0550703564149444e-06,4349,3.785618305206299,
3,1.0672004009393277e-06,4399,2.8175430297851562,
3,1.079330445463711e-06,4449,2.6620330810546875,
3,1.0914604899880942e-06,4499,2.797300338745117,
3,1.1035905345124775e-06,4549,2.559393882751465,
3,1.1157205790368607e-06,4599,2.895052909851074,
3,1.1278505098744063e-06,4649,3.7064716815948486,
3,1.1399805543987895e-06,4699,2.8481385707855225,
3,1.1521105989231728e-06,4749,3.046854257583618,
3,1.164240643447556e-06,4799,3.2012457847595215,
3,1.1763706879719393e-06,4849,3.1099536418914795,
3,1.1885007324963226e-06,4899,3.0728371143341064,
3,1.2006307770207059e-06,4949,2.3406143188476562,
3,1.2127608215450891e-06,4999,3.3807883262634277,
3,1.2248908660694724e-06,5049,2.3444228172302246,
3,1.2370209105938557e-06,5099,2.7289071083068848,
3,1.2491508414314012e-06,5149,3.0326414108276367,
3,1.2612808859557845e-06,5199,3.1193244457244873,
3,1.2734109304801677e-06,5249,3.143649101257324,
3,1.285540975004551e-06,5299,2.5972697734832764,
3,1.2976710195289343e-06,5349,3.123767137527466,
3,1.3098010640533175e-06,5399,2.689967632293701,
3,1.3219311085777008e-06,5449,3.151683807373047,
3,,5495,,3.221707582473755
4,1.334061153102084e-06,5499,2.5762393474578857,
4,1.3461911976264673e-06,5549,2.8042237758636475,
4,1.3583212421508506e-06,5599,2.9456934928894043,
4,1.3704512866752339e-06,5649,2.548192262649536,
4,1.3825812175127794e-06,5699,3.0515811443328857,
4,1.3947112620371627e-06,5749,3.5136849880218506,
4,1.406841306561546e-06,5799,2.608396530151367,
4,1.4189713510859292e-06,5849,3.1006696224212646,
4,1.4311013956103125e-06,5899,3.003397226333618,
4,1.4432314401346957e-06,5949,3.5655858516693115,
4,1.455361484659079e-06,5999,2.959329128265381,
4,1.4674915291834623e-06,6049,2.988293170928955,
4,1.4796215737078455e-06,6099,2.9856433868408203,
4,1.4917516182322288e-06,6149,2.733131170272827,
4,1.503881662756612e-06,6199,3.001424789428711,
4,1.5160115935941576e-06,6249,2.791517734527588,
4,1.5281416381185409e-06,6299,3.153533697128296,
4,1.5402716826429241e-06,6349,2.7962758541107178,
4,1.5524017271673074e-06,6399,2.9546871185302734,
4,1.5645317716916907e-06,6449,3.0031416416168213,
4,1.576661816216074e-06,6499,2.2984559535980225,
4,1.5887918607404572e-06,6549,2.9109158515930176,
4,1.6009219052648405e-06,6599,2.9075939655303955,
4,1.6130519497892237e-06,6649,2.121004343032837,
4,1.625181994313607e-06,6699,2.539907693862915,
