epoch,learning_rate,step,train_loss,val_loss
0,2.3774866519943316e-07,49,8.495351791381836,
0,4.803493425242777e-07,99,7.882416725158691,
0,7.229500056382676e-07,149,7.28424596786499,
0,9.655507255956763e-07,199,4.954517364501953,
0,1.2081513887096662e-06,249,5.016435623168945,
0,1.450752051823656e-06,299,4.137155532836914,
0,1.693352714937646e-06,349,3.6366515159606934,
0,1.935953378051636e-06,399,2.2442240715026855,
0,2.1785540411656257e-06,449,2.7547671794891357,
0,2.4211547042796155e-06,499,2.880624532699585,
0,2.6637553673936054e-06,549,2.44026780128479,
0,2.9063560305075953e-06,599,2.1705334186553955,
0,3.1489569209952606e-06,649,2.1643271446228027,
0,3.3915575841092505e-06,699,1.6115930080413818,
0,3.6341582472232403e-06,749,2.4921905994415283,
0,3.87675891033723e-06,799,2.604457378387451,
0,4.119359346077545e-06,849,2.0889272689819336,
0,4.36196023656521e-06,899,2.174370288848877,
0,4.604560672305524e-06,949,1.447945237159729,
0,4.84716156279319e-06,999,2.155764102935791,
0,5.089762453280855e-06,1049,1.9806326627731323,
0,5.332362889021169e-06,1099,2.0551419258117676,
0,5.574963779508835e-06,1149,2.340813159942627,
0,5.817564215249149e-06,1199,1.7885017395019531,
0,6.0601651057368144e-06,1249,1.7347075939178467,
0,6.302765541477129e-06,1299,1.9072433710098267,
0,6.545366431964794e-06,1349,1.5280988216400146,
0,,1373,,1.9594937562942505
1,6.787966867705109e-06,1399,2.0245754718780518,
1,7.030567758192774e-06,1449,1.3882858753204346,
1,7.273168193933088e-06,1499,2.091676950454712,
1,7.515769084420754e-06,1549,1.916091799736023,
1,7.758369974908419e-06,1599,1.658272624015808,
1,8.000970410648733e-06,1649,1.9741039276123047,
1,8.243570846389048e-06,1699,1.5095149278640747,
1,8.486172191624064e-06,1749,1.968310832977295,
1,8.728772627364378e-06,1799,1.6560759544372559,
1,8.971373063104693e-06,1849,1.8708051443099976,
1,9.213973498845007e-06,1899,1.5253511667251587,
1,9.456574844080023e-06,1949,1.8742356300354004,
1,9.699175279820338e-06,1999,1.377058506011963,
1,9.941775715560652e-06,2049,1.805821180343628,
1,9.920981938194018e-06,2099,1.7081249952316284,
1,9.817009413382038e-06,2149,1.6648260354995728,
1,9.713037798064761e-06,2199,1.1601167917251587,
1,9.609066182747483e-06,2249,1.463716745376587,
1,9.505094567430206e-06,2299,1.4305779933929443,
1,9.401122952112928e-06,2349,1.2912802696228027,
1,9.29715133679565e-06,2399,1.9562482833862305,
1,9.193179721478373e-06,2449,1.776031494140625,
1,9.089208106161095e-06,2499,2.0792181491851807,
1,8.985235581349116e-06,2549,1.5579184293746948,
1,8.881263966031838e-06,2599,1.6755955219268799,
1,8.77729235071456e-06,2649,1.2022864818572998,
1,8.673320735397283e-06,2699,1.5982593297958374,
1,,2747,,1.7315434217453003
2,8.569349120080005e-06,2749,1.7132530212402344,
2,8.465377504762728e-06,2799,1.9240003824234009,
2,8.36140588944545e-06,2849,1.615146279335022,
2,8.257434274128173e-06,2899,1.4051812887191772,
2,8.153462658810895e-06,2949,1.3591487407684326,
2,8.049490133998916e-06,2999,1.3975788354873657,
2,7.945518518681638e-06,3049,1.4265942573547363,
2,7.84154690336436e-06,3099,1.338509440422058,
2,7.737575288047083e-06,3149,1.6911355257034302,
2,7.633603672729805e-06,3199,1.2109121084213257,
2,7.5296320574125275e-06,3249,1.5843104124069214,
2,7.42566044209525e-06,3299,1.3214231729507446,
2,7.321688372030621e-06,3349,1.7148469686508179,
2,7.217716756713344e-06,3399,1.5556179285049438,
2,7.113745141396066e-06,3449,1.573516607284546,
2,7.0097735260787886e-06,3499,1.8908919095993042,
2,6.90580145601416e-06,3549,1.5474246740341187,
2,6.8018298406968825e-06,3599,1.7214661836624146,
2,6.697858225379605e-06,3649,1.9396272897720337,
2,6.593886610062327e-06,3699,1.8233940601348877,
2,6.489914539997699e-06,3749,1.7770781517028809,
2,6.385942924680421e-06,3799,1.7510688304901123,
2,6.2819713093631435e-06,3849,1.6299105882644653,
2,6.177999694045866e-06,3899,1.4421343803405762,
2,6.074028078728588e-06,3949,1.632476806640625,
2,5.97005600866396e-06,3999,2.0513370037078857,
2,5.866084393346682e-06,4049,1.6041947603225708,
