epoch,learning_rate,step,train_loss,val_loss
0,3.962477876484627e-06,49,6.201047420501709,
0,8.005822564882692e-06,99,2.8534557819366455,
0,1.2049166798533406e-05,149,2.543800115585327,
0,1.6092511941678822e-05,199,1.8146541118621826,
0,2.0135856175329536e-05,249,2.308475971221924,
0,2.417920040898025e-05,299,2.1293675899505615,
0,2.8222546461620368e-05,349,2.4355695247650146,
0,3.226588887628168e-05,399,1.3263494968414307,
0,3.63092367479112e-05,449,1.9581836462020874,
0,4.0352580981561914e-05,499,1.5877010822296143,
0,4.439592521521263e-05,549,1.5588105916976929,
0,4.843926944886334e-05,599,1.371942400932312,
0,5.2482613682514057e-05,649,1.6481860876083374,
0,5.652595791616477e-05,699,1.1321958303451538,
0,6.0569302149815485e-05,749,1.93038809299469,
0,6.4612650021445e-05,799,1.7558858394622803,
0,6.865599425509572e-05,849,1.4597975015640259,
0,7.269933848874643e-05,899,1.797730803489685,
0,7.674268272239715e-05,949,1.0517061948776245,
0,8.078602695604786e-05,999,1.69227135181427,
0,8.482937118969858e-05,1049,1.657279133796692,
0,8.887271542334929e-05,1099,1.6232820749282837,
0,9.2916059657e-05,1149,1.8118940591812134,
0,9.695940389065072e-05,1199,1.5260374546051025,
0,9.957025031326339e-05,1249,1.47914457321167,
0,9.783738641999662e-05,1299,1.6817235946655273,
0,9.610452980268747e-05,1349,1.1059486865997314,
0,,1373,,1.630370855331421
1,9.43716659094207e-05,1399,1.53581964969635,
1,9.263880201615393e-05,1449,1.1826088428497314,
1,9.090593812288716e-05,1499,1.4979735612869263,
1,8.917308150557801e-05,1549,1.6562033891677856,
1,8.744021761231124e-05,1599,1.4163860082626343,
1,8.570735371904448e-05,1649,1.650254249572754,
1,8.397448982577771e-05,1699,1.2767047882080078,
1,8.224163320846856e-05,1749,1.7455130815505981,
1,8.050876931520179e-05,1799,1.2290289402008057,
1,7.877590542193502e-05,1849,1.6645992994308472,
1,7.704304152866825e-05,1899,1.1498119831085205,
1,7.53101849113591e-05,1949,1.6833045482635498,
1,7.357732101809233e-05,1999,1.099345326423645,
1,7.184445712482557e-05,2049,1.4122885465621948,
1,7.01115932315588e-05,2099,1.4989535808563232,
1,6.837873661424965e-05,2149,1.4626104831695557,
1,6.664587272098288e-05,2199,0.8928213119506836,
1,6.491300882771611e-05,2249,1.1233913898468018,
1,6.318014493444934e-05,2299,1.1784967184066772,
1,6.144728831714019e-05,2349,1.056496500968933,
1,5.9714424423873425e-05,2399,1.641530990600586,
1,5.798156053060666e-05,2449,1.5685614347457886,
1,5.62487002753187e-05,2499,1.6030442714691162,
1,5.451584002003074e-05,2549,1.277112603187561,
1,5.278297612676397e-05,2599,1.1466913223266602,
1,5.105011587147601e-05,2649,1.0623923540115356,
1,4.931725197820924e-05,2699,1.3837296962738037,
1,,2747,,1.49488365650177
2,4.758439172292128e-05,2749,1.4950006008148193,
2,4.5851527829654515e-05,2799,1.222919225692749,
2,4.4118667574366555e-05,2849,1.393277645111084,
2,4.238580368109979e-05,2899,1.0503849983215332,
2,4.065294342581183e-05,2949,1.070426106452942,
2,3.892007953254506e-05,2999,1.2134826183319092,
2,3.71872192772571e-05,3049,1.0694516897201538,
2,3.545435538399033e-05,3099,0.9999303221702576,
2,3.372149512870237e-05,3149,1.3984500169754028,
2,3.1988631235435605e-05,3199,1.0040555000305176,
2,3.0255770980147645e-05,3249,1.3418560028076172,
2,2.852290890587028e-05,3299,1.0674500465393066,
2,2.6790046831592917e-05,3349,1.4886209964752197,
2,2.5057184757315554e-05,3399,1.326902151107788,
2,2.332432268303819e-05,3449,1.2093839645385742,
2,2.1591460608760826e-05,3499,1.6163890361785889,
2,1.9858598534483463e-05,3549,1.232686996459961,
2,1.81257364602061e-05,3599,1.4801980257034302,
2,1.6392874385928735e-05,3649,1.6638164520263672,
2,1.4660012311651371e-05,3699,1.3827601671218872,
2,1.2927150237374008e-05,3749,1.4468517303466797,
2,1.1194288163096644e-05,3799,1.4358257055282593,
2,9.46142608881928e-06,3849,1.3863284587860107,
2,7.728564924036618e-06,3899,1.066178321838379,
2,5.995702395011904e-06,3949,1.4302325248718262,
2,4.26284032073454e-06,3999,1.7885196208953857,
2,2.5299784738308517e-06,4049,1.2064001560211182,
2,7.971165132403257e-07,4099,1.0256074666976929,
2,,4121,,1.4617449045181274
